"Cripto";"date";"opening";"closing";"lowest";"highest";"volume";"quantity";"amount";"avg_price"
"AAVE";"2022-05-02";"727.99998";"731.94928";"702.42512";"743.97295";"95997.82864412";"133.14975619";"169";"720.9763757"
"ACMFT";"2022-05-02";"29.47551";"28.88271";"26.9001";"29.86";"15541.16234943";"534.03294757";"64";"29.10150473"
"ADA";"2022-05-02";"3.97459";"3.997459";"3.75";"4.03999999";"288678.14707234";"73701.05105061";"787";"3.91687965"
"ADS";"2022-05-02";"19.49981";"21.33401";"18.55999999";"21.99";"30184.14287151";"1473.22822863";"122";"20.4884364"
"AGIX";"2022-05-02";"0.57299";"0.56769";"0.52";"0.5875";"6336.17579920";"11464.22179139";"141";"0.55269131"
"ALCX";"2022-05-02";"306.07032";"331.96999";"306.07032";"331.99873";"1132.61495117";"3.57642454";"23";"316.68917895"
"ALGO";"2022-05-02";"3.02815";"3.44";"2.90005";"3.45";"90707.36230194";"28702.84633977";"665";"3.16022185"
"ALICE";"2022-05-02";"25.04071";"25.0401";"22.52";"27.26401";"14512.79016080";"583.93926849";"33";"24.85325263"
"ALLFT";"2022-05-02";"1.68";"1.55";"1.44";"1.68865";"1347.35487291";"888.92620823";"42";"1.51571059"
"ALPHA";"2022-05-02";"1.44987";"1.43995";"1.34005";"1.49068";"6478.66906806";"4582.20099617";"133";"1.4138771"
"AMFT";"2022-05-02";"4.1196";"3.65155";"3.51139";"4.15899";"384.88219245";"97.77893055";"16";"3.93624874"
"AMP";"2022-05-02";"0.09565";"0.09475";"0.09078";"0.09811";"14080.27255085";"149641.05988981";"131";"0.09409364"
"ANKR";"2022-05-02";"0.32093";"0.31608";"0.30695";"0.32164";"34705.68350985";"110563.71015922";"233";"0.3138976"
"ANT";"2022-05-02";"18.80989";"18.17999";"16.32999999";"18.80989";"5717.73778117";"344.15791788";"51";"16.61370401"
"APE";"2022-05-02";"81.7775";"77.06999999";"71.00076";"86.99999999";"1482244.45756718";"19324.62240436";"2117";"76.70237619"
"ARGFT";"2022-05-02";"4.84898";"4.54258999";"3.7401";"4.84898";"9971.73707377";"2399.77921823";"45";"4.1552727"
"ASRFT";"2022-05-02";"12.69272";"13.65005";"10.76198";"15.9";"4370.30628078";"302.90823351";"42";"14.42782267"
"ATMFT";"2022-05-02";"20.20231";"23.49999";"20.20231";"24";"14267.42884623";"613.97184084";"50";"23.23792053"
"ATOM";"2022-05-02";"91.97456";"90";"85.00051999";"91.97998";"26563.30671289";"294.99051155";"173";"90.04800382"
"AUDIO";"2022-05-02";"4.31644";"4.25509";"4.13662";"4.698";"19651.21356079";"4595.89931371";"88";"4.27581463"
"AVAX";"2022-05-02";"294.62383";"312.08682";"288";"330";"141119.01419914";"466.71199964";"662";"302.36851486"
"AXS";"2022-05-02";"157.68299999";"152.851";"149.478";"159.8728";"274495.43885151";"1797.73268035";"340";"152.68979746"
"BADGER";"2022-05-02";"37.56306";"39.59993999";"33.52597";"40.34999";"4825.67290333";"127.50916433";"44";"37.84569468"
"BAL";"2022-05-02";"67.69";"65.48605";"62.15";"76.821";"34775.44910707";"526.00803776";"76";"66.11201086"
"BAND";"2022-05-02";"15.6";"15.62413";"14.80445";"15.62413";"4064.25456439";"266.04707389";"28";"15.27644903"
"BARFT";"2022-05-02";"24.96183";"27";"24.3767";"29.6998";"87662.62650402";"3138.15978159";"102";"27.93440506"
"BAT";"2022-05-02";"2.99766";"2.95585";"2.86902";"3.01394";"8867.68516421";"3026.92099374";"46";"2.92960575"
"BCH";"2022-05-02";"1433.11";"1448.9205";"1410.27528";"1459.99988";"98166.90554678";"68.28412251";"416";"1437.62417877"
"BLZ";"2022-05-02";"0.63954";"0.61475";"0.61375";"0.67995";"12962.19441754";"20534.06125543";"75";"0.63125332"
"BNT";"2022-05-02";"10.12875";"10.27495";"9.5";"10.27495";"2614.51163113";"267.32302913";"16";"9.78034567"
"BTC";"2022-05-02";"192999.99999";"194539.58121536";"192000";"196999.98999";"9955857.65311495";"51.05346628";"5898";"195008.45639966"
"CAIFT";"2022-05-02";"2.58";"2.48789999";"2.48001";"2.69";"327.53745042";"126.90651968";"13";"2.58093478"
"CHZ";"2022-05-02";"0.92155";"0.91334001";"0.88011";"0.938";"344752.29221587";"382521.32925889";"737";"0.90126292"
"CITYFT";"2022-05-02";"56.92";"60.8966";"55.87";"61.69995";"72354.35589460";"1226.93150117";"94";"58.97179738"
"COMP";"2022-05-02";"521.97114";"533.485";"511.76904";"534.63099";"10753.59290584";"20.38158502";"26";"527.61318098"
"CRV";"2022-05-02";"10.53664";"10.561";"10.1884";"10.8934";"27331.19124980";"2611.80262825";"68";"10.46449335"
"CSCONS01";"2022-05-02";"102.9897";"100";"100";"104.98";"2823.44574056";"27.65708527";"17";"102.0876102"
"CTSI";"2022-05-02";"1.48686";"1.41001";"1.37";"1.68999";"11237.53201864";"7119.38612585";"89";"1.57844114"
"CVX";"2022-05-02";"113";"112.06736";"106.99005";"122.99995";"6522.48479727";"57.97285944";"35";"112.5092821"
"DAI";"2022-05-02";"5";"5.07039";"4.98693";"5.13224";"17247.58473016";"3410.82936199";"31";"5.05671286"
"DOGE";"2022-05-02";"0.66413";"0.67025999";"0.65023";"0.68";"127928.99534806";"193368.79254794";"897";"0.66158036"
"DOT";"2022-05-02";"77.78507999";"79.49612";"74";"91.98";"267649.57371725";"3381.78200436";"764";"79.14453781"
"DYDX";"2022-05-02";"18.05633";"16.60384";"16.1";"18.3";"16436.11966197";"945.51195360";"53";"17.38330181"
"ENJ";"2022-05-02";"5.46792";"5.442";"5.186";"6.988";"91007.76013538";"16790.67643006";"140";"5.42013661"
"ENS";"2022-05-02";"119.76963";"126.66077";"107.50354";"140";"261949.21145949";"2080.29111972";"507";"125.91949702"
"ETH";"2022-05-02";"14192.97907999";"14367.88083";"13929.60001";"14600";"4378060.44614128";"305.79664277";"2897";"14316.90160651"
"FARM";"2022-05-02";"425.00424";"406.00004";"406.00004";"425.45424";"2683.32184269";"6.35371480";"17";"422.32330646"
"FET";"2022-05-02";"1.38999";"1.46999";"1.25006";"1.51199";"1032.99180205";"730.61678834";"26";"1.41386266"
"FIL";"2022-05-02";"74.37044";"74.98994999";"63.7778";"76.45984";"88619.62737666";"1201.39522907";"199";"73.76392483"
"GALA";"2022-05-02";"0.71388999";"0.73663999";"0.67025";"0.77";"96814.02661802";"138314.70394674";"333";"0.69995469"
"GALFT";"2022-05-02";"13.34487";"13.86816";"12.71301";"15.39216";"2622.16235873";"191.62791924";"19";"13.68361337"
"GALOFT";"2022-05-02";"2.321";"2.25";"2.1503";"2.4498";"4873.80749117";"2119.90214869";"65";"2.29907191"
"GHST";"2022-05-02";"9.3237";"9.84995";"8.65277";"9.84995";"6341.18701437";"675.08803896";"88";"9.393126"
"GNO";"2022-05-02";"1486.41";"1591.76159";"1276.41001";"1621.79367";"5426.47038553";"3.74848904";"52";"1447.64205727"
"GODS";"2022-05-02";"3.92999";"3.79128";"3.42";"3.92999";"7174.85171815";"2011.86383948";"65";"3.56627102"
"GRT";"2022-05-02";"1.56774";"1.57249";"1.49027";"1.58303";"35765.03512749";"23145.25482303";"86";"1.54524266"
"ICP";"2022-05-02";"65";"66.99988999";"61.23413";"67";"18250.61057634";"282.50292009";"99";"64.60326346"
"ILV";"2022-05-02";"2240.89705999";"2310.0001";"2240.89705999";"2530";"19010.33172572";"7.82446952";"46";"2429.60007411"
"IMX";"2022-05-02";"7.86781";"7.8533";"6.70335";"8.09789999";"14773.81387273";"1897.52275450";"71";"7.78584279"
"INTERFT";"2022-05-02";"29.1425";"26.25999";"25.00005";"29.29939";"2416.86051791";"87.12237365";"28";"27.74098565"
"JUVFT";"2022-05-02";"22.25005";"23.49247";"22.25005";"24.08485";"471.23393389";"20.79883441";"13";"22.65674722"
"KEEP";"2022-05-02";"2.345";"2.22298";"1.55001";"2.35";"4253.95081390";"2153.72111368";"47";"1.97516325"
"KNC";"2022-05-02";"22.35125";"19.96329";"19.69265";"22.46335";"65283.57673909";"3203.68986750";"96";"20.37762063"
"KP3R";"2022-05-02";"1597.90753";"1500.00011";"1360.7528";"1645.96758";"1513.50165169";"1.00709460";"31";"1502.83960582"
"LDO";"2022-05-02";"14.34";"15.9";"13.96041";"15.9";"2491.17366301";"162.36454685";"41";"15.34308881"
"LINK";"2022-05-02";"56.56999";"57.43629";"54.5421";"58.35789";"99574.41350531";"1773.63091100";"218";"56.14156411"
"LOOKS";"2022-05-02";"8.5";"9.5";"8";"10.99";"107713.71625107";"11978.49084246";"478";"8.99226101"
"LPT";"2022-05-02";"108.08885";"109.78301";"108.08885";"118.66539";"1356.12776046";"12.16829325";"15";"111.44765601"
"LQTY";"2022-05-02";"6.71001";"7.6";"6.70001";"8";"1777.59008308";"250.65431550";"50";"7.09179923"
"LRC";"2022-05-02";"3.79949";"3.24424";"3.22001";"4.09992999";"9906.78238156";"2663.68813690";"41";"3.71919754"
"LTC";"2022-05-02";"500.046";"512.75723";"481.70306";"515.99973";"237342.29699607";"471.12249621";"464";"503.78043694"
"MANA";"2022-05-02";"7.64273";"7.70732";"7.24816";"7.86";"158767.13985791";"21092.46037302";"323";"7.52719867"
"MATIC";"2022-05-02";"5.51293";"5.51853999";"5.20118001";"5.56605999";"49860.44595962";"9192.72891083";"181";"5.42390039"
"MBCCSH02";"2022-05-02";"149.9999";"150";"102.98";"150";"3277.99586234";"23.81548928";"13";"137.64134021"
"MBCCSH03";"2022-05-02";"100";"100";"100";"100";"15851.73000000";"158.51730000";"6";"100"
"MBFP06";"2022-05-02";"100";"100";"100";"100";"73678.28000000";"736.78280000";"6";"100"
"MBPRK02";"2022-05-02";"135";"135";"135";"135";"999.99999900";"7.40740740";"1";"135"
"MBPRK04";"2022-05-02";"115";"115";"115";"115";"115.86999915";"1.00756521";"1";"115"
