"Cripto";"date";"opening";"closing";"lowest";"highest";"volume";"quantity";"amount";"avg_price"
"AAVE";"2022-03-16";"638.83119";"698.48407";"623.80181";"724.98287";"200878.57815909";"293.54553912";"289";"684.31827906"
"ACMFT";"2022-03-16";"22.958";"23.74999";"22.958";"24.26302";"12855.70525779";"552.22966648";"42";"23.27963533"
"ADA";"2022-03-16";"4.22875999";"4.25969999";"4.05999999";"4.345205";"368078.29187907";"87953.81626611";"999";"4.18490416"
"ALCX";"2022-03-16";"483.33488";"473.15001";"469.05001";"513.79999";"32472.33068144";"65.48214302";"93";"495.89596772"
"ALGO";"2022-03-16";"3.70328";"3.66";"3.57001";"3.766";"48190.99101912";"13150.65027582";"486";"3.66453293"
"ALICE";"2022-03-16";"29.90328";"31.5";"28.52593";"31.5";"36443.73075444";"1214.91088007";"54";"29.9970404"
"ALLFT";"2022-03-16";"2.16995";"2.17939999";"2.07835";"2.3198";"11108.76182456";"5089.88874480";"83";"2.18251564"
"AMFT";"2022-03-16";"7.53";"7.03001";"7.01";"7.98";"3289.22497257";"433.56917538";"34";"7.58639026"
"AMP";"2022-03-16";"0.12716";"0.12889";"0.122612";"0.12978999";"25813.09417161";"203367.06515837";"164";"0.12692858"
"ANKR";"2022-03-16";"0.36914";"0.36697";"0.356222";"0.3724";"60029.54221872";"165723.05859356";"250";"0.36222806"
"ANT";"2022-03-16";"29";"26.59999";"23.5";"30";"68708.85423048";"2759.02061504";"234";"24.90334934"
"ARGFT";"2022-03-16";"8.00034999";"7.82";"7.82";"8.00121";"18876.25464427";"2375.37564869";"35";"7.94663978"
"ASRFT";"2022-03-16";"16.7";"18.29035";"16.7";"18.89999999";"45695.99961551";"2605.02427822";"102";"17.54148704"
"ATMFT";"2022-03-16";"34.64676";"33.17001";"32";"36.999";"90826.31493177";"2670.89360164";"190";"34.00596522"
"ATOM";"2022-03-16";"140.17347";"140.5689";"136.19999999";"146.99995";"158723.96606935";"1114.74161816";"443";"142.38632835"
"AUDIO";"2022-03-16";"3.54258001";"4";"3.52394";"4";"30430.26035802";"8311.56559946";"79";"3.66119475"
"AVAX";"2022-03-16";"367.69924";"384.98";"340.00779999";"384.99961";"245898.99935495";"673.77844677";"877";"364.95527652"
"AXS";"2022-03-16";"243.89961";"252.95104001";"237.67805001";"257.49999999";"288332.34795202";"1152.57206987";"355";"250.1642678"
"BAL";"2022-03-16";"58.47811";"58.58";"57.38375";"58.58";"5284.38964039";"90.72479962";"11";"58.24636331"
"BAND";"2022-03-16";"17.90341";"18.4014";"17.59834";"18.4157";"3976.28218067";"220.17285435";"27";"18.05982028"
"BARFT";"2022-03-16";"41.99841";"41.15001";"39.31713";"44.5894";"18426.55340066";"430.21762396";"42";"42.83077301"
"BAT";"2022-03-16";"4.24376";"4.36196";"4.01862";"4.45224";"40512.83061068";"9664.55245307";"105";"4.19189929"
"BCH";"2022-03-16";"1542.20999";"1519.84";"1475.66";"1542.66999";"172652.31339924";"115.05533138";"412";"1500.60246082"
"BLZ";"2022-03-16";"0.71";"0.749";"0.68";"0.74979";"76276.08191888";"106546.28174759";"234";"0.71589623"
"BNT";"2022-03-16";"11.49";"11.5832";"10.74001";"11.75999";"3197.04662639";"284.65870775";"40";"11.23115695"
"BTC";"2022-03-16";"208880";"208124.06417";"199800";"210893.18778851";"20986954.27004635";"101.61394436";"8052";"206536.16393133"
"CAIFT";"2022-03-16";"3.07196";"3.11";"3.05";"3.15";"11290.61482608";"3634.81038042";"33";"3.10624589"
"CHZ";"2022-03-16";"1.00227001";"1.02836";"0.978";"1.03999999";"884146.78621173";"881562.27435425";"833";"1.00293174"
"CITYFT";"2022-03-16";"57.90001";"59.4";"57.78";"61";"75751.52736250";"1272.30500023";"105";"59.53881133"
"COMP";"2022-03-16";"545.37999";"563.48386";"531";"563.48386";"8317.53698535";"15.33100747";"34";"542.53035892"
"CRV";"2022-03-16";"10.23";"10.5524";"9.87451";"10.67409999";"202608.99566406";"19805.71326789";"199";"10.22982575"
"CSCONS01";"2022-03-16";"100";"100";"100";"100";"3400.00000000";"34.00000000";"5";"100"
"CTSI";"2022-03-16";"1.6153";"1.6506";"1.5553";"1.66408";"6846.02820456";"4237.55674748";"47";"1.61556024"
"CVX";"2022-03-16";"94";"97.86";"88.90705";"103.99995";"76906.05385222";"794.60786950";"144";"96.78491342"
"DAI";"2022-03-16";"5.13565";"5.09253";"5.06834";"5.1377";"12507.43821073";"2446.63106012";"39";"5.11210636"
"DOGE";"2022-03-16";"0.58652001";"0.59599999";"0.57578001";"0.59678999";"136980.22540868";"234400.26886813";"848";"0.58438595"
"DOT";"2022-03-16";"92.02928027";"98.98814999";"91.20039001";"99";"173324.95585905";"1820.95552546";"559";"95.18351955"
"DYDX";"2022-03-16";"23.89999";"24.45995";"22.60184";"24.45995";"15236.63431178";"651.90650462";"49";"23.37242258"
"ENJ";"2022-03-16";"6.9";"7.22768999";"6.7";"7.31146";"92546.23657874";"13070.36930726";"153";"7.08061374"
"ENS";"2022-03-16";"71.9985";"74.66";"68.09299";"74.6628";"8006.36496847";"113.41499048";"78";"70.59353384"
"ETH";"2022-03-16";"13715.43108001";"14088.09491999";"13368.70094";"14176.25944";"5631789.62575345";"406.56552111";"3648";"13852.10829087"
"FET";"2022-03-16";"1.7";"1.67";"1.61";"1.70415";"16396.91454206";"9969.59002161";"105";"1.64469296"
"FIL";"2022-03-16";"89.95574";"88.77995";"85.70013";"89.95574";"11791.72207686";"133.95925148";"101";"88.02469367"
"GALA";"2022-03-16";"1.12716";"1.17961999";"1.10585";"1.219";"550522.55084234";"473877.19738763";"800";"1.16174096"
"GALFT";"2022-03-16";"19.85555";"21.47";"17.26901";"21.49999";"6200.69502041";"310.42903887";"40";"19.97459723"
"GALOFT";"2022-03-16";"3.14741";"3.29658";"3.02001";"3.37975";"1853.30523107";"574.37189275";"52";"3.22666421"
"GNO";"2022-03-16";"1607.27999";"1534.25002";"1515.00001";"1677.98";"4052.34155482";"2.48355939";"23";"1631.66686133"
"GODS";"2022-03-16";"5.19";"5.18";"5.18";"5.57999";"2895.65188466";"556.40059820";"43";"5.20425731"
"GRT";"2022-03-16";"2.32734";"2.1";"2.1";"2.32966";"93750.52942061";"42322.75476078";"236";"2.21513296"
"ICP";"2022-03-16";"81";"83.95896999";"80.12";"83.99999999";"86327.48124759";"1054.87093146";"142";"81.83700837"
"ILV";"2022-03-16";"2643.91935";"2600.00001";"2421.70004";"2760.97307";"18267.29803021";"6.93518131";"116";"2634.00439205"
"IMOB02";"2022-03-16";"100";"100";"100";"100";"100.000000000";"1.000000000";"1";"100"
"IMX";"2022-03-16";"8.38998999";"8.07";"8.00001";"8.38998999";"28337.28838779";"3481.83219765";"96";"8.13861403"
"INTERFT";"2022-03-16";"32.54819";"30.99039";"29.91005";"32.65644";"9478.94959603";"309.63926610";"20";"30.61287967"
"JUVFT";"2022-03-16";"35.56172999";"32.79999999";"29.00005";"36.6";"152205.31638538";"4779.46107693";"197";"31.84570685"
"KNC";"2022-03-16";"16.56992";"15.18297";"15.14199";"16.74984999";"31277.72520873";"1978.16752213";"97";"15.81146432"
"KP3R";"2022-03-16";"1713.10005";"1859.87";"1713.10005";"1859.87749";"10847.30489509";"5.87952963";"36";"1844.92732883"
"LDO";"2022-03-16";"14.2";"14.98";"13.2";"17";"81236.24809476";"5506.38712533";"282";"14.75309422"
"LINK";"2022-03-16";"71.83895";"74.59999999";"70.4809";"74.98911";"157597.31050560";"2167.75024456";"315";"72.70086159"
"LPT";"2022-03-16";"121.09834";"123.8075";"115.2001";"124.53384";"3442.79786500";"28.79376363";"27";"119.56748375"
"LQTY";"2022-03-16";"17";"14.08999";"11.2";"17";"23254.58127213";"1609.57272248";"198";"14.44767356"
"LRC";"2022-03-16";"3.50115";"3.7";"3.42219";"3.70001";"7981.23085640";"2204.86631707";"55";"3.61982529"
"LTC";"2022-03-16";"559.35525001";"558.00140001";"544.114";"563.99999999";"293268.81207950";"529.71280678";"505";"553.63738298"
"MANA";"2022-03-16";"11.78072001";"12.5475";"11.55267999";"12.8";"478145.89662621";"39078.84879183";"489";"12.23541407"
"MATIC";"2022-03-16";"7.18215999";"7.38";"6.94122001";"7.48986999";"72363.50093153";"10010.92303859";"170";"7.22845442"
"MBPRK01";"2022-03-16";"126.3201";"126.3201";"126.3201";"126.3201";"314.86808093";"2.49262058";"2";"126.3201"
"MBPRK04";"2022-03-16";"149.85";"146.8871";"146.8871";"149.85";"1020.29691754";"6.92595890";"4";"147.31489635"
"MBPRK05";"2022-03-16";"108.6";"108.5";"108.5";"109";"5549.19990983";"50.92165898";"6";"108.97523806"
"MBPRK06";"2022-03-16";"100";"100";"100";"100";"300.50000000";"3.00500000";"4";"100"
"MBPRK07";"2022-03-16";"100";"100";"100";"100";"24915.00000000";"249.15000000";"2";"100"
"MBSANTOS01";"2022-03-16";"50";"50";"50";"50";"100.50000000";"2.01000000";"2";"50"
"MBVASCO01";"2022-03-16";"26.13";"26.0601";"26.06";"26.13";"1716.87155107";"65.84467288";"10";"26.07457028"
"MC";"2022-03-16";"9.86985";"10.06671";"9.80031";"11.92149";"6796.25376919";"641.52934532";"65";"10.59383147"
"MCO2";"2022-03-16";"51.80990001";"51.85";"51.48652";"51.86823";"23571.81950286";"456.32690844";"80";"51.65555453"
"MENGOFT";"2022-03-16";"4.75000999";"5.00985";"4.71";"5.098";"27401.01748493";"5597.95932170";"137";"4.89482254"
"MIR";"2022-03-16";"9.28001";"9.17999";"8.64636999";"9.67454";"65472.49345168";"7254.72055310";"358";"9.02481259"
"MKR";"2022-03-16";"9136.15982";"9961.98999";"9022.33";"10142.4";"19481.27297533";"2.09483249";"40";"9299.68055599"
