"Cripto";"date";"opening";"closing";"lowest";"highest";"volume";"quantity";"amount";"avg_price"
"AAVE";"2022-04-03";"1114.80986";"1123.89";"1114.80986";"1189.91";"144205.72971982";"125.26181339";"118";"1151.23456875"
"ACMFT";"2022-04-03";"41.9";"39.1501";"39.1501";"41.9";"11440.73114993";"277.42206067";"54";"41.23944261"
"ADA";"2022-04-03";"5.42504";"5.54";"5.41025001";"5.63";"231209.42804611";"41945.30487150";"643";"5.51216468"
"ALCX";"2022-04-03";"613.49351";"619.85328";"567.0986";"628.255";"13388.41421881";"22.07067290";"54";"606.615588"
"ALGO";"2022-04-03";"4.3816";"4.41201";"4.2534";"4.5077";"27682.21714503";"6238.12147404";"417";"4.43758866"
"ALICE";"2022-04-03";"37.59353";"38.60569";"37.08643";"41.6303";"31852.09034625";"828.04792428";"77";"38.46648172"
"ALLFT";"2022-04-03";"2.36994";"2.36993";"2.27660999";"2.36994";"294.70784511";"125.28687819";"18";"2.35226425"
"AMFT";"2022-04-03";"5.78473";"5.95354";"5.61005";"6.09994";"2619.75753601";"440.69084369";"35";"5.94466069"
"AMP";"2022-04-03";"0.1302";"0.13508";"0.12801";"0.13594999";"44526.03351903";"337479.33942027";"217";"0.13193706"
"ANKR";"2022-04-03";"0.452";"0.44826";"0.445";"0.46322";"91754.64676566";"202171.37244421";"151";"0.45384589"
"ANT";"2022-04-03";"25.68482";"28.50001";"25.01927";"39.99998999";"129035.60611553";"4315.57831754";"368";"29.89995699"
"APE";"2022-04-03";"61.38909";"58.81";"57";"61.90989";"393825.25439301";"6650.56796626";"980";"59.21678515"
"ARGFT";"2022-04-03";"6.74344";"6.89995";"6.54344";"6.89995";"3806.57942730";"569.90965763";"21";"6.67926815"
"ASRFT";"2022-04-03";"18.96502";"18.38";"18.38";"19.27";"27576.58900901";"1463.81477351";"58";"18.8388514"
"ATMFT";"2022-04-03";"38.17523";"36.69899";"36.6404";"38.99987999";"17875.61766846";"476.17446573";"53";"37.54005927"
"ATOM";"2022-04-03";"147.99138";"149.09055";"145.39204";"156.88995";"157245.62920597";"1037.45050792";"382";"151.56928258"
"AUDIO";"2022-04-03";"5.43";"6.37";"5.43";"7.4499";"336584.74183560";"51033.53447114";"578";"6.59536411"
"AVAX";"2022-04-03";"454.99974";"460.75015";"443.58641";"471.99979";"115041.63291647";"249.81276534";"372";"460.51142646"
"AXS";"2022-04-03";"309.53698";"307.77006001";"305.391";"320.39021";"302715.96980747";"974.75989168";"289";"310.55439641"
