"Cripto";"date";"opening";"closing";"lowest";"highest";"volume";"quantity";"amount";"avg_price"
"AAVE";"2022-01-20";"1174.88055";"1043.88";"1032.01116";"1202.13";"265466.38868272";"238.06654648";"270";"1115.09320653"
"ACMFT";"2022-01-20";"27.5";"25.68027";"25.68027";"27.5";"1767.17107568";"66.92603847";"29";"26.40483608"
"ADA";"2022-01-20";"7.4595";"6.84507";"6.35";"7.849";"1695261.02691418";"236615.18469992";"2700";"7.16463328"
"ALCX";"2022-01-20";"600";"1248.87506";"600";"1449";"207357.70527267";"153.15452010";"456";"1353.91175616"
"ALGO";"2022-01-20";"6.92914";"6.21807";"5.54012";"7.24595";"138792.47051306";"21364.14452719";"452";"6.4965143"
"ALICE";"2022-01-20";"56.12994";"51.74785";"50.00011";"58.48955";"52428.16616943";"947.29902269";"105";"55.34489629"
"ALLFT";"2022-01-20";"3.26579";"3.00001";"3";"3.63";"6153.62265371";"1869.94605798";"51";"3.29080222"
"AMFT";"2022-01-20";"7.01898";"6.22205";"6.22205";"7.13332";"2337.87744788";"347.01469577";"26";"6.73711366"
"AMP";"2022-01-20";"0.20203";"0.18313";"0.18008";"0.21586";"74778.38478138";"376778.18816499";"548";"0.19846792"
"ANKR";"2022-01-20";"0.4696";"0.43456";"0.43338";"0.48532";"250425.49367716";"541798.65924451";"388";"0.46221135"
"ARGFT";"2022-01-20";"9.02999999";"8.50005";"8.50005";"9.68617";"1616.67907169";"178.87015505";"18";"9.03828294"
"ASRFT";"2022-01-20";"19.91";"19.5";"19.5";"22.77";"32049.39070069";"1533.37339628";"59";"20.90123043"
"ATMFT";"2022-01-20";"35.04869999";"33.73255";"33.51491999";"35.04869999";"29050.74324063";"853.02153805";"32";"34.05628339"
"ATOM";"2022-01-20";"210.53445";"216.17042";"210";"228.08995";"927363.17897703";"4220.76208385";"1138";"219.71462985"
"AUDIO";"2022-01-20";"7.16";"6.7";"6.5";"7.25";"44778.55932734";"6368.02377638";"150";"7.03178268"
"AVAX";"2022-01-20";"458";"420.00005";"410";"520";"391229.87109398";"848.04329133";"777";"461.33242853"
"AXS";"2022-01-20";"395.19702";"364.43899";"360.2801";"411.83586";"568638.29360501";"1449.04667764";"521";"392.42234386"
"BAL";"2022-01-20";"84.32526";"79.0023";"78.71911";"87.68845";"17131.28758231";"212.36553138";"38";"80.66887065"
"BAND";"2022-01-20";"27.43815";"24.82192";"24.4038";"27.92871";"16261.01807294";"635.57812028";"48";"25.58460959"
"BARFT";"2022-01-20";"41.52";"40";"40";"44.25143";"4061.84456165";"98.47660894";"18";"41.24679561"
"BAT";"2022-01-20";"5.32";"4.87079";"4.86";"5.49731";"62880.62979786";"12324.63218560";"100";"5.10202891"
"BCH";"2022-01-20";"2032.77";"1905.61001";"1902.5";"2102.32994";"144530.05151393";"72.99172128";"452";"1980.08827548"
"BNT";"2022-01-20";"16.14999999";"14.61476";"14.61476";"17";"6937.15407535";"436.27707362";"46";"15.90079904"
"BTC";"2022-01-20";"230794.99999";"218574";"216655";"237226";"16867910.84443405";"74.00009961";"8283";"227944.43430931"
"CAIFT";"2022-01-20";"4";"3.95805";"3.633";"4.15177";"1770.28480885";"437.58856935";"18";"4.04554628"
"CHZ";"2022-01-20";"1.36511";"1.25401";"1.24";"1.41842";"1203976.10980360";"913534.01963968";"1266";"1.31793242"
"CITYFT";"2022-01-20";"57.92535";"53";"53";"58";"13802.97385213";"250.36460906";"41";"55.13148964"
"COMP";"2022-01-20";"932.46999";"855.1722";"855.12099";"964.56399";"74558.24697979";"82.13104306";"75";"907.79617793"
"CRV";"2022-01-20";"23.5139";"21.1902";"20.90021";"24.9814";"728718.13290016";"32068.71032283";"424";"22.72364948"
"CVX";"2022-01-20";"225";"205.01004";"205";"228.49995";"126292.95237958";"569.83190173";"155";"221.63194443"
"DAI";"2022-01-20";"5.49838";"5.46015";"5.42";"5.50219";"11678.49985247";"2135.93238950";"40";"5.46763554"
"DOGE";"2022-01-20";"0.90328";"0.84539";"0.82836";"0.92";"422818.43102342";"482591.52421043";"1786";"0.87614143"
"DOT";"2022-01-20";"134.63999999";"126.98475";"122.70222";"144";"288188.05816139";"2162.01093830";"747";"133.29629978"
"DYDX";"2022-01-20";"40.50325116";"40";"39.6";"45.7454";"148041.30588364";"3537.19862721";"302";"41.85269799"
"ENJ";"2022-01-20";"12.38731";"11.10234";"11.03285";"12.83205";"224291.15156472";"18532.79700169";"252";"12.10239078"
"ETH";"2022-01-20";"17168.60272999";"15998.59098";"15819.99001";"17840";"8030299.12400686";"475.53633849";"4055";"16886.82540961"
"FIL";"2022-01-20";"151.62614";"138.9687";"137.59286";"156.30312";"20171.96249677";"136.38029406";"86";"147.90965685"
"GALA";"2022-01-20";"0.3";"1.39224";"0.3";"1.62458";"1145188.67013302";"739828.52750755";"3025";"1.54791093"
"GALFT";"2022-01-20";"19.5";"17.77";"17";"20.37999";"6530.20946983";"356.39071725";"35";"18.32317497"
"GALOFT";"2022-01-20";"3.80001";"4.1899";"3.80001";"4.26999999";"8855.76107413";"2228.90111294";"93";"3.97315117"
"GRT";"2022-01-20";"2.95567";"2.68251";"2.63346";"3.0599";"362096.70866828";"123130.72636674";"229";"2.9407502"
"ICP";"2022-01-20";"144.98668";"131.2208";"127.50321";"156.99";"419075.89894419";"2925.89224883";"522";"143.23012035"
"INTERFT";"2022-01-20";"40.43856";"37.40999999";"37.4";"43.06999";"1453.88634592";"36.75428640";"16";"39.55691943"
"JUVFT";"2022-01-20";"41.62547";"40";"40";"44.19995";"14018.00211008";"335.41528999";"31";"41.79297285"
"KNC";"2022-01-20";"8.36994";"9.21125";"8.36994";"9.28994999";"141559.01369400";"15819.26510361";"234";"8.94852022"
"LINK";"2022-01-20";"119.89611";"108.786";"106.425";"126.12224";"1159269.80758203";"9947.08221691";"767";"116.5437042"
"LPT";"2022-01-20";"50";"171.99648";"50";"189.99998";"279222.44423758";"1521.28955937";"500";"183.54325941"
"LRC";"2022-01-20";"6.69";"6.01999";"5.59082";"6.84";"109832.44933915";"17557.34466253";"266";"6.25564124"
"LTC";"2022-01-20";"761.51845";"692.60152";"680.20527";"776.99361";"569828.18747968";"776.86358566";"867";"733.49838761"
"MANA";"2022-01-20";"15.1883";"14.03";"13.85";"15.8";"1798944.73957483";"125681.95870135";"742";"14.31346836"
"MATIC";"2022-01-20";"11.27629";"10.47639";"10.34690999";"11.9725";"654841.68982601";"59378.90327539";"457";"11.02818768"
"MBCCSH01";"2022-01-20";"100";"100";"100";"100";"200.00000000";"2.00000000";"4";"100"
"MBPRK01";"2022-01-20";"149.8993";"136.0504";"136.0405";"149.8998";"1224.28706494";"8.43216546";"14";"145.19248593"
