"Cripto";"date";"opening";"closing";"lowest";"highest";"volume";"quantity";"amount";"avg_price"
"AAVE";"2022-03-05";"628.66";"635.93557999";"628.66";"647.84277999";"44740.27766457";"70.07741332";"120";"638.44076921"
"ACMFT";"2022-03-05";"23.1";"23.1";"22.1569";"23.14613988";"2329.29075995";"101.08514437";"22";"23.0428593"
"ADA";"2022-03-05";"4.25000999";"4.44671999";"4.25000999";"4.49";"218886.34047307";"49496.40860172";"666";"4.42226712"
"ALCX";"2022-03-05";"540";"609.76172999";"540";"609.76172999";"5638.00971027";"9.57269139";"46";"588.96808437"
"ALGO";"2022-03-05";"3.96928";"3.94001";"3.83151";"4";"10833.85144013";"2751.02405138";"190";"3.93811585"
"ALICE";"2022-03-05";"34.97999";"35.88998999";"33.3179";"36.14983999";"5590.55261843";"161.69690635";"26";"34.57427074"
"ALLFT";"2022-03-05";"2.19923";"2.18369";"2.1604";"2.47";"4246.94399209";"1849.64049464";"38";"2.29609159"
"AMFT";"2022-03-05";"5.80065";"6.05";"5.29511";"6.2";"2140.75505065";"363.82494842";"31";"5.88402488"
"AMP";"2022-03-05";"0.13391";"0.1398";"0.13391";"0.14119";"13572.38709908";"98187.64496452";"121";"0.13822907"
"ANKR";"2022-03-05";"0.32782";"0.35958";"0.32782";"0.369";"67936.39315908";"197312.01644160";"199";"0.34430945"
"ARGFT";"2022-03-05";"8.49999";"8.4";"8.32";"8.89";"20696.67393110";"2441.17180517";"17";"8.47817178"
"ASRFT";"2022-03-05";"15.9422";"15.9422";"14.26311";"15.94221";"2297.56770784";"145.03913010";"14";"15.84101963"
"ATMFT";"2022-03-05";"27.1";"27.6";"27.1";"28.9998";"5125.24245501";"183.81540375";"19";"27.88255146"
"ATOM";"2022-03-05";"153.40443";"153.89282";"150.18306";"165.07";"165884.68931718";"1057.29766171";"584";"156.89497416"
"AUDIO";"2022-03-05";"3.53034";"3.86";"3.53034";"3.93998";"11826.88617173";"3083.40796290";"40";"3.83565402"
"AVAX";"2022-03-05";"381.15956";"413.98998";"381.1509";"413.98998";"78800.38947377";"198.43825980";"542";"397.10280443"
"AXS";"2022-03-05";"254.792";"262.84519";"254.42";"269.95";"74565.82668909";"281.40296262";"190";"264.97882607"
"BAL";"2022-03-05";"57.63375";"60.27";"57.5658";"60.48379";"3652.77139788";"62.50401126";"18";"58.44059164"
"BAND";"2022-03-05";"18.74734";"19.55329";"18.74734";"19.62669";"3912.87826855";"200.93661828";"12";"19.47319658"
"BARFT";"2022-03-05";"41.10005";"42.15";"41.10005";"44.98999";"26481.57207840";"611.56002027";"63";"43.30167309"
"BAT";"2022-03-05";"3.32457";"3.43515";"3.32457";"3.47467";"10043.49667716";"2933.79539552";"27";"3.42338006"
"BCH";"2022-03-05";"1468.27999";"1510.05";"1463.28028";"1522.71";"55581.49452759";"37.08597156";"239";"1498.72019498"
"BLZ";"2022-03-05";"0.71007";"0.7885";"0.71";"0.7885";"15575.82229429";"20448.40540355";"186";"0.76171329"
"BNT";"2022-03-05";"11.428";"11.49021";"11.1";"12.5";"6031.29581525";"529.29423746";"27";"11.39497728"
"BTC";"2022-03-05";"199369.98816999";"202547.18877999";"198899.66030001";"204110.475";"8105367.97859157";"40.17128498";"4503";"201770.19437209"
"CAIFT";"2022-03-05";"3.09";"3.10001";"2.93";"3.35";"12496.68648534";"3856.97566882";"68";"3.24002212"
"CHZ";"2022-03-05";"0.97321999";"1.15196";"0.97163001";"1.2";"4454774.67136450";"3924295.61889486";"2990";"1.13517815"
"CITYFT";"2022-03-05";"54.46744";"54";"51.00005";"54.46744";"9951.20924487";"187.68291503";"37";"53.02139112"
"COMP";"2022-03-05";"546.61398999";"564.38699";"546.61398999";"568.375";"6012.86587143";"10.83439620";"20";"554.97932329"
"CRV";"2022-03-05";"11.34078";"11.472";"11.32998";"11.741";"97390.67404979";"8420.10382683";"166";"11.56644574"
"CSCONS01";"2022-03-05";"100";"100";"100";"100";"76100.00000000";"761.00000000";"3";"100"
"CTSI";"2022-03-05";"1.89713";"1.85799";"1.72999";"1.89713";"20415.29366079";"11675.82148045";"54";"1.74851026"
"CVX";"2022-03-05";"87.97939";"88.81202";"84.3004";"91.8784";"51563.50256939";"572.45400692";"116";"90.07448973"
