"Cripto";"date";"opening";"closing";"lowest";"highest";"volume";"quantity";"amount";"avg_price"
"AAVE";"2022-01-25";"837.60709";"842.31221";"816.00001";"864.737";"117223.68915172";"139.16444223";"175";"842.339374"
"ACMFT";"2022-01-25";"20.39999999";"20.51336999";"20.00005";"22";"5888.70003995";"285.96962569";"24";"20.59204723"
"ADA";"2022-01-25";"5.80817";"5.7152";"5.10005";"6.19";"1658822.14106158";"290625.79911323";"1732";"5.70775941"
"ALCX";"2022-01-25";"899.48221";"859.00995";"800.00004";"899.48221";"30877.49008837";"35.81622788";"69";"862.10893542"
"ALGO";"2022-01-25";"5.018";"5.36999";"4.95";"6.19";"152403.22647047";"28541.94074968";"750";"5.33962381"
"ALICE";"2022-01-25";"35.0467";"38.32";"33.19364966";"58";"107880.78032726";"2713.99219096";"200";"39.7498492"
"ALLFT";"2022-01-25";"2.7";"2.98999";"2.30005";"3.1";"11090.03961091";"4412.44073322";"46";"2.51335718"
"AMFT";"2022-01-25";"5.17";"5.20001";"3.6001";"7.8499";"27822.80855926";"4916.84435949";"136";"5.6586718"
"AMP";"2022-01-25";"0.15";"0.16";"0.14002";"0.17";"57047.44944210";"368620.48896504";"470";"0.1547593"
"ANKR";"2022-01-25";"0.3451";"0.35584";"0.33966";"0.35777";"200973.03395965";"575812.36753156";"428";"0.34902521"
"ARGFT";"2022-01-25";"7.81999";"7.81999";"5.66001";"7.99";"27958.28721364";"3885.59383480";"74";"7.19537049"
"ASRFT";"2022-01-25";"15.99871";"15.93681";"13.0303";"16.49994999";"1823.36391236";"114.14841881";"14";"15.97362391"
"ATMFT";"2022-01-25";"27.00245";"27.4";"26.4713";"27.94995";"28819.19363776";"1055.70356462";"50";"27.29856619"
"ATOM";"2022-01-25";"199.90178";"198.8377";"195";"208";"273110.62091661";"1360.02835380";"656";"200.81244641"
"AUDIO";"2022-01-25";"4.65001";"4.81999";"4.59999999";"4.82484";"32390.26160862";"6789.32087119";"114";"4.77076606"
"AVAX";"2022-01-25";"350.52004";"372.98328";"345.78081";"398.2";"325587.86001398";"877.28755250";"1043";"371.13014893"
"AXS";"2022-01-25";"281.36354";"283.37000999";"275.3613";"290";"312183.42981969";"1107.35478092";"505";"281.91816678"
"BAL";"2022-01-25";"66.64603";"66.23956";"65.64081";"67.06019999";"6141.65659845";"92.70060123";"31";"66.25260804"
"BAND";"2022-01-25";"18.82781";"19.2388";"18.6292";"21.1221";"14076.54179898";"731.13822154";"48";"19.25291468"
"BARFT";"2022-01-25";"30.41001";"31.03";"30.41";"33.99998999";"6689.72832647";"203.60299952";"24";"32.85672776"
"BAT";"2022-01-25";"4.10177";"4.54119";"4.10177";"4.54119";"19425.31473183";"4597.46574211";"57";"4.22522228"
"BCH";"2022-01-25";"1607.45102";"1598.73";"1581.4701";"1631.26998";"112766.03053052";"70.22589114";"422";"1605.76147486"
"BNT";"2022-01-25";"12.76";"12.7732";"11.54249";"13.04675";"10064.99366280";"793.98818392";"42";"12.67650308"
"BTC";"2022-01-25";"201498.99923";"203305.5250008";"198200";"206900";"12282898.98304463";"60.34967574";"7272";"203528.83147147"
"CAIFT";"2022-01-25";"3.37";"3.15";"2.57001";"4.05";"3167.95525808";"983.40653069";"53";"3.22140962"
"CHZ";"2022-01-25";"0.97911";"0.9545";"0.93";"0.99999";"1052259.15971843";"1092591.26356045";"1457";"0.96308582"
"CITYFT";"2022-01-25";"47.12411";"47.12059";"38.5";"53.2";"35114.57453776";"731.80837230";"66";"47.98329162"
"COMP";"2022-01-25";"704.69992";"689.17493";"683.35594";"707.67921";"9831.75571386";"14.12255947";"39";"696.17378738"
"CRV";"2022-01-25";"15.32086";"16.7973";"15.07978";"17.11874999";"218361.90829920";"13342.18120184";"329";"16.36628261"
"CTSI";"2022-01-25";"2.5";"2.36";"1.9";"2.75";"64841.57940856";"26487.69215358";"274";"2.44798901"
"CVX";"2022-01-25";"150.01";"158.09999";"145.02";"166.99999";"67011.31919970";"430.82311992";"156";"155.54253265"
"DAI";"2022-01-25";"5.55395";"5.52175";"5.5";"5.57";"44860.28992571";"8079.41769371";"49";"5.55241622"
"DOGE";"2022-01-25";"0.77077";"0.79285";"0.75846";"0.835";"365973.43189672";"466017.62835060";"2617";"0.785321"
"DOT";"2022-01-25";"100.99993";"103.04362";"98.01299";"115";"485065.69271789";"4699.60573486";"1109";"103.21412477"
"DYDX";"2022-01-25";"33.57";"34.3772";"30.00005";"34.85978999";"45344.52511427";"1364.30579789";"77";"33.23633542"
"ENJ";"2022-01-25";"8.13";"8.68";"7.92743";"8.75691";"166129.38759428";"19953.77041565";"203";"8.32571409"
"ENS";"2022-01-25";"96.8";"96.99";"87.0702";"198";"123458.56246654";"1253.09917162";"314";"98.52257926"
"ETH";"2022-01-25";"13416.09993";"13501.76";"13060";"13826.89999";"6982793.25968806";"517.42367717";"4094";"13495.31064732"
