"Cripto";"date";"opening";"closing";"lowest";"highest";"volume";"quantity";"amount";"avg_price"
"AAVE";"2022-04-14";"848.23";"828.96";"790.38307";"848.23002";"123920.87703693";"151.69101343";"185";"816.92958755"
"ACMFT";"2022-04-14";"28.99623";"29.3";"27.82355";"29.497";"936.88441313";"32.73085491";"21";"28.62389069"
"ADA";"2022-04-14";"4.64563";"4.45";"4.36028";"4.64799999";"301494.85591538";"67274.19017915";"768";"4.48158283"
"AGIX";"2022-04-14";"0.73964";"0.7307";"0.71";"0.79619";"40434.14968874";"53914.82486649";"396";"0.74996348"
"ALCX";"2022-04-14";"373.04484";"416.14";"370.92472";"454.99999";"26648.88173026";"63.11489605";"122";"422.22808557"
"ALGO";"2022-04-14";"3.56";"3.51949";"3.36168";"3.5899";"22112.02162351";"6292.16614485";"351";"3.51421451"
"ALICE";"2022-04-14";"32.16026";"30.73039";"29.81137";"32.16026";"4139.85034502";"136.03952092";"25";"30.4312329"
"ALLFT";"2022-04-14";"1.95721";"1.98989";"1.85218";"2.09995";"2304.27475575";"1147.76152833";"22";"2.00762501"
"AMFT";"2022-04-14";"5.05005";"5.4027";"4.90001";"5.77";"7194.79384618";"1360.40076519";"45";"5.2887311"
"AMP";"2022-04-14";"0.11164";"0.1099";"0.10495";"0.1141";"15277.50125855";"138617.39972838";"140";"0.11021344"
"ANKR";"2022-04-14";"0.37054";"0.36431";"0.34767";"0.37468";"64582.72439020";"178388.14580209";"162";"0.36203484"
"ANT";"2022-04-14";"21.11";"21.09998999";"20.35001";"21.9";"6502.85486591";"306.63432009";"45";"21.20719841"
"APE";"2022-04-14";"61.57011";"58.99999999";"56.01876";"63.5";"395844.77908918";"6550.67598113";"780";"60.42808104"
"ARGFT";"2022-04-14";"6.00098";"5.69934";"5.32031";"6.03995";"8348.45808395";"1431.18897382";"25";"5.83323253"
"ASRFT";"2022-04-14";"17.6901";"17.74483";"17.6";"18.51999";"25972.38859200";"1424.25739611";"26";"18.23574071"
"ATMFT";"2022-04-14";"27.69999";"26.89999";"23.52";"27.69999";"73841.51345963";"2811.61783928";"105";"26.26299791"
"ATOM";"2022-04-14";"119.46999";"114.05";"113.0213";"119.5";"28360.75364482";"242.27710019";"201";"117.05915921"
"AUDIO";"2022-04-14";"5.34144";"5.90539";"5.12177";"6.23076";"66915.93893451";"11834.90534954";"178";"5.65411695"
"AVAX";"2022-04-14";"380.09";"367.04159";"361.34576";"386.3994";"87377.76714889";"234.35766063";"457";"372.83938964"
"AXS";"2022-04-14";"233.609";"224.95358";"217.00004";"233.609";"106009.90583852";"476.59261214";"239";"222.43296085"
"BADGER";"2022-04-14";"43.98609";"43.8983";"42.5";"45.10999";"17860.37338805";"412.21902713";"108";"43.32738717"
"BAL";"2022-04-14";"74.76899";"71.7022";"70.28313";"79.97";"17429.64170977";"241.06944350";"34";"72.30133133"
"BAND";"2022-04-14";"18.52865";"17.89919";"17.54386999";"18.52865";"1422.17757248";"79.59014404";"18";"17.8687649"
"BARFT";"2022-04-14";"39.33216";"38.69989";"35.11999999";"41.98999";"37718.28210234";"997.80664364";"67";"37.80119359"
"BAT";"2022-04-14";"3.54973";"3.42653";"3.33411";"3.56854";"8847.17365813";"2504.54458066";"30";"3.53244806"
"BCH";"2022-04-14";"1644.18";"1604.13";"1579.53";"1675.5";"104800.91272552";"65.17949432";"414";"1607.88164773"
"BLZ";"2022-04-14";"0.7715";"0.78";"0.75024";"0.81";"17457.38042182";"22411.61780215";"126";"0.77894334"
"BNT";"2022-04-14";"11.24995";"10.451";"10.45001";"11.29";"2366.57955433";"218.35374517";"32";"10.8382824"
"BTC";"2022-04-14";"195168.31126001";"189300.01";"187500";"196000";"6190094.44859026";"32.52097408";"4796";"190341.60641569"
"CAIFT";"2022-04-14";"2.95";"2.94915";"2.75005";"2.95";"166.21924822";"57.57570854";"11";"2.88696834"
"CHZ";"2022-04-14";"1.17484";"1.13882";"1.10756";"1.22";"1014325.45335396";"870521.88633082";"768";"1.16519236"
"CITYFT";"2022-04-14";"73.4297";"74.5438";"72";"77.98999";"96255.30320354";"1315.69567241";"113";"73.15924588"
"COMP";"2022-04-14";"710";"691.56";"669.54";"750";"38912.49425860";"55.58683231";"81";"700.03079221"
"CRV";"2022-04-14";"10.7837";"10.50775";"10.43404999";"10.9119";"23734.63442841";"2242.51346528";"50";"10.58394288"
"CSCONS01";"2022-04-14";"103.9999";"100";"100";"103.9999";"502.01284945";"4.94269724";"6";"101.56657895"
"CTSI";"2022-04-14";"1.78999";"1.78003";"1.69";"1.82";"3479.16321034";"2021.97612239";"52";"1.72067472"
"CVX";"2022-04-14";"141.354";"135";"131.51014";"143.22934";"11550.20821947";"86.62773802";"43";"133.33152271"
"DAI";"2022-04-14";"4.72843";"4.74293";"4.72";"4.75176999";"11234.13758007";"2372.05749336";"20";"4.73603089"
"DOGE";"2022-04-14";"0.6699";"0.68066001";"0.65129001";"0.69732999";"209717.54969134";"308967.40992092";"952";"0.67876916"
"DOT";"2022-04-14";"88.99949";"86.01";"82.93277";"88.99995999";"70320.89330131";"823.08268941";"301";"85.43600078"
"DYDX";"2022-04-14";"22.40402";"22.35108";"21.47384999";"23.19999";"9758.77290557";"438.47144680";"40";"22.25634753"
"ENJ";"2022-04-14";"7.55543";"7.21064999";"7.07046";"7.55543";"94011.88651843";"12893.13694383";"116";"7.29162242"
"ENS";"2022-04-14";"71.01161999";"72.27954";"70.02";"75.49999";"3092.75958659";"43.55414361";"25";"71.00953733"
"ETH";"2022-04-14";"14787.29997";"14340.99766";"14100.00001";"14787.3";"2568843.64593350";"178.32839457";"2003";"14405.12966052"
"FARM";"2022-04-14";"463";"440";"355.55";"463";"19334.63952062";"44.03632765";"92";"439.06112413"
"FET";"2022-04-14";"1.77999";"1.71955";"1.68";"1.77999";"2729.97710031";"1603.39634612";"33";"1.7026215"
"FIL";"2022-04-14";"93.24505";"90.2";"88.00057";"95.78999";"24913.44708146";"276.01773459";"164";"90.26031286"
"GALA";"2022-04-14";"0.98500001";"0.94811996";"0.9102";"1.00968999";"209997.61510165";"218347.50795572";"342";"0.96175869"
"GALFT";"2022-04-14";"15.10005";"14.15883";"14.01691";"15.10005";"2473.70096027";"170.97312367";"10";"14.4683615"
"GALOFT";"2022-04-14";"2.95589";"3";"2.85";"3.1";"13748.60020260";"4612.42342739";"64";"2.98077581"
"GNO";"2022-04-14";"1739.99999";"1698.73999";"1600.00007";"1739.99999";"2867.43300474";"1.67648656";"47";"1710.38233956"
"GODS";"2022-04-14";"5.47";"5.43";"5.24010999";"5.4797";"4576.67889492";"855.37928918";"27";"5.35046727"
"GRT";"2022-04-14";"1.82985";"1.72394";"1.7";"1.83";"18116.74173971";"10392.13349804";"83";"1.74331303"
"ICP";"2022-04-14";"81.83729";"78.83";"76.7213";"83.9";"21247.98417047";"267.04066865";"117";"79.56834544"
"ILV";"2022-04-14";"2950";"2779.61";"2759.99";"2950";"3511.93439076";"1.21916057";"51";"2880.61677614"
"IMX";"2022-04-14";"9.04355";"8.86154";"8.37005";"9.23";"9967.17748550";"1121.02713730";"62";"8.89111169"
"INTERFT";"2022-04-14";"39";"39.8624";"37.00888";"40.86999999";"2385.23229474";"60.85928669";"12";"39.19257724"
"JUVFT";"2022-04-14";"29.9";"27.32071";"27.15005";"29.91";"1269.37493957";"45.90810845";"22";"27.65034287"
"KEEP";"2022-04-14";"2.49650999";"2.61";"2.43021";"2.62998999";"2960.31321398";"1166.49061828";"45";"2.53779427"
"KNC";"2022-04-14";"18.3202";"21.55549";"18.3202";"22.68";"190327.33498803";"8845.83573770";"225";"21.51603767"
"KP3R";"2022-04-14";"1960.00126";"2101.99998999";"1910.50005";"2144.99986";"7473.46092130";"3.78053234";"28";"1976.82766583"
"LDO";"2022-04-14";"15.31929";"15.37919";"14.81081";"15.5";"10037.88468302";"663.73519913";"47";"15.12332733"
"LINK";"2022-04-14";"66.89126";"65.3241";"63.8678";"72";"97681.62375110";"1492.19088061";"236";"65.46188227"
"LPT";"2022-04-14";"117.3067";"114.42319";"104.22467";"118.97999";"6338.04736740";"55.44299123";"26";"114.31647583"
"LQTY";"2022-04-14";"9.02";"10.9397";"8.3226";"11.65";"54961.78936118";"5378.73662317";"206";"10.21834553"
"LRC";"2022-04-14";"4.41176";"4.2836";"4.1409";"4.54425";"2403.95735970";"561.94132190";"24";"4.27795085"
"LTC";"2022-04-14";"525.29201";"518.10547";"504.41209001";"529.95851999";"214968.72408214";"420.04800437";"337";"511.7718019"
"MANA";"2022-04-14";"10.47";"10.08376";"9.92";"10.47";"204401.62004132";"20047.85255595";"242";"10.19568651"
"MATIC";"2022-04-14";"6.76215";"6.52891001";"6.40818001";"6.76848";"24763.75736934";"3767.10295578";"134";"6.57368743"
"MBPRK01";"2022-04-14";"125";"125";"125";"125";"100.00000000";"0.80000000";"1";"125"
"MBPRK02";"2022-04-14";"135";"135";"135";"135";"2989.99999890";"22.14814814";"5";"135"
"MBPRK07";"2022-04-14";"100";"100";"100";"100";"810.96013000";"8.10960130";"2";"100"
"MBSANTOS01";"2022-04-14";"50";"50";"50";"50";"50.50000000";"1.01000000";"1";"50"
"MC";"2022-04-14";"10.92919";"10.79999";"10";"10.92919";"7678.69499706";"724.91225980";"40";"10.59258536"
"MCO2";"2022-04-14";"47.0325";"47.10914";"46.80001";"47.49997999";"28463.10127427";"604.23463543";"63";"47.10604061"
"MENGOFT";"2022-04-14";"4.24228";"4.17001";"3.96985";"4.28888";"52482.32839430";"12828.58536157";"182";"4.09104565"
"METIS";"2022-04-14";"444.97";"414.5483";"345";"500";"20942.58395961";"47.23041405";"100";"443.41309262"
"MIR";"2022-04-14";"7.95368";"7.73676";"7.56922";"7.97999";"3326.92542856";"428.34199633";"19";"7.76698399"
"MKR";"2022-04-14";"9075.43999";"9056.37334";"8863.27";"9276.12999";"8482.69341164";"0.94162905";"26";"9008.52985752"
"NAVIFT";"2022-04-14";"3.44802";"3.23995";"3.23945";"3.45395";"198.65434061";"60.89153620";"9";"3.26242944"
"NFTOKN01";"2022-04-14";"100";"100";"100";"100";"100.00000000";"1.00000000";"1";"100"
"OCEAN";"2022-04-14";"2.56983";"2.46999";"2.35";"2.56983";"13611.31249584";"5693.83303562";"37";"2.39053593"
"OGFT";"2022-04-14";"17.61";"17.2";"17.2";"18.92993";"9691.15261604";"550.39871702";"30";"17.60751309"
"OGN";"2022-04-14";"2.36188";"2.67775";"2.29999999";"2.80999";"39767.69940076";"14786.54291529";"151";"2.68945213"
"OMG";"2022-04-14";"22.16907";"21.89814";"21.15799";"22.31745";"11604.90909566";"532.19372741";"24";"21.80579833"
"OPUL";"2022-04-14";"3.39636";"3.37989";"3.1";"3.68";"31365.31616332";"9473.79701584";"141";"3.31074395"
"OXT";"2022-04-14";"1.20974";"1.18947";"1.13005";"1.20974";"1123.23179385";"958.03783010";"18";"1.17242947"
"PAXG";"2022-04-14";"9360";"9434.99999";"9360";"10100";"60237.69356758";"6.37082942";"191";"9455.23566813"
"PERP";"2022-04-14";"20.19626999";"21.16252";"18.89999999";"21.63357";"6204.82370916";"301.54697040";"32";"20.57664084"
"PFLFT";"2022-04-14";"2.85";"2.88999";"2.47000999";"2.88999";"243.56400696";"90.33075931";"10";"2.69635735"
"PLA";"2022-04-14";"4.36179999";"4.39543";"4.13005";"4.67994";"18974.48417943";"4209.46421200";"38";"4.50757702"
"POLS";"2022-04-14";"7.0387";"6.87279";"6.64";"7.09621";"2555.96244179";"378.29760649";"23";"6.75648589"
