"Cripto";"date";"opening";"closing";"lowest";"highest";"volume";"quantity";"amount";"avg_price"
"AAVE";"2022-03-09";"640.93589999";"627.84";"627.84";"663.08093";"66189.41915519";"103.13213631";"109";"641.7923794"
"ACMFT";"2022-03-09";"22.39343";"20.10378";"20.10378";"22.39343";"4115.69609569";"191.31294180";"29";"21.51289953"
"ADA";"2022-03-09";"4.12441001";"4.15991999";"4.12441001";"4.34297";"429947.54821446";"100788.69984019";"1043";"4.26583088"
"ALCX";"2022-03-09";"587.97554";"553";"552.00004";"589";"8265.96584362";"14.45017650";"53";"572.03217162"
"ALGO";"2022-03-09";"3.88999";"3.87999";"3.80015";"3.93";"47832.18683869";"12336.47993964";"414";"3.8772962"
"ALICE";"2022-03-09";"33";"31.11";"31.09";"33.76636";"10275.59587218";"316.74324333";"46";"32.4414051"
"ALLFT";"2022-03-09";"2.18005";"2.18075";"2.17";"2.19823";"1479.32337533";"680.23790328";"13";"2.17471471"
"AMFT";"2022-03-09";"5.29505";"5.84995";"5.25005";"5.8599";"1366.57754177";"246.07945816";"17";"5.5533995"
"AMP";"2022-03-09";"0.13";"0.12819";"0.12667";"0.1386";"28262.91610520";"212655.05957402";"227";"0.13290497"
"ANKR";"2022-03-09";"0.38302";"0.37219";"0.36551";"0.4";"170209.09568989";"443367.98574097";"308";"0.38390028"
"ARGFT";"2022-03-09";"8.5";"8.00545999";"7.99005";"8.74999";"5334.87073075";"640.68768326";"33";"8.32678834"
"ASRFT";"2022-03-09";"13.53";"13.31005";"13.31005";"14.47614";"14589.32215908";"1053.31429230";"40";"13.85087268"
"ATMFT";"2022-03-09";"25.95338";"25.16218";"23.2501";"27.4";"6983.14133003";"272.30011004";"46";"25.64501839"
"ATOM";"2022-03-09";"145.59984";"149.01613";"145.59984";"159.9";"241645.34411246";"1580.01307944";"494";"152.93882516"
"AUDIO";"2022-03-09";"3.77";"3.8076";"3.6213";"4.15991999";"38000.84852301";"9789.63067380";"118";"3.88174485"
"AVAX";"2022-03-09";"384.65394";"380.0148";"380.00083";"405.08";"237215.91575551";"598.79954738";"1001";"396.15246336"
"AXS";"2022-03-09";"239.52995";"238.25";"237.50200001";"250";"139137.36915171";"568.20062059";"272";"244.87366628"
"BAL";"2022-03-09";"61.38394";"58.48474";"58.48474";"61.92709";"6258.63442004";"104.49084736";"19";"59.8964845"
"BAND";"2022-03-09";"18.07129";"18.43683";"18.07129";"19.3";"8375.18525256";"447.89489932";"24";"18.69899671"
