"Cripto";"date";"opening";"closing";"lowest";"highest";"volume";"quantity";"amount";"avg_price"
"AAVE";"2022-03-14";"596.27844";"594.34731";"591.2301";"615.79695";"11228.95358866";"18.65421702";"51";"601.95255456"
"ACMFT";"2022-03-14";"24.50001";"24.34899";"22.9";"27.19999";"91586.56642764";"3821.01570221";"99";"23.96916777"
"ADA";"2022-03-14";"4.02436999";"4.07891999";"4";"4.13932999";"189585.72196636";"46685.12655390";"729";"4.0609448"
"ALCX";"2022-03-14";"496";"507.98999";"464.32287";"539.00825999";"21190.74647695";"42.30564277";"100";"500.89645469"
"ALGO";"2022-03-14";"3.50964";"3.57";"3.45005";"3.7";"19992.40577791";"5599.66555422";"252";"3.57028568"
"ALICE";"2022-03-14";"29.3304";"29.39529";"27.44005";"29.98753";"10676.47563771";"375.72973254";"22";"28.41530683"
"ALLFT";"2022-03-14";"2.0301";"2.08995";"2.0301";"2.19999";"2846.61224431";"1344.17212832";"26";"2.11774384"
"AMFT";"2022-03-14";"6.89373";"7.75139";"5.5";"8.97995";"39111.46457090";"5268.62077996";"186";"7.42347308"
"AMP";"2022-03-14";"0.12351";"0.12973";"0.1221";"0.12999";"22885.70151192";"180595.91074008";"160";"0.12672325"
"ANKR";"2022-03-14";"0.3402";"0.36039";"0.34011";"0.3611";"74058.68427500";"211120.23089467";"160";"0.35078914"
"ARGFT";"2022-03-14";"8.1";"8.4871";"8.08";"8.89999";"2816.12052034";"345.58046686";"18";"8.14895745"
"ASRFT";"2022-03-14";"22.98866";"17.35001";"17.01146";"22.98866";"39486.81502178";"2109.01613499";"96";"18.72286056"
"ATMFT";"2022-03-14";"35.79995";"35.09999";"30.5";"38";"54100.29939067";"1561.53969748";"122";"34.6454845"
"ATOM";"2022-03-14";"135.90527";"138.82789";"127.28028";"139.50687";"101238.97008127";"749.29328380";"440";"135.11260846"
"AUDIO";"2022-03-14";"3.55571";"3.52006";"3.46005";"3.74961999";"4107.01690444";"1156.07178678";"51";"3.55256217"
"AVAX";"2022-03-14";"350.09133";"351.94506";"330";"369.7777";"202798.66133384";"582.85844069";"833";"347.93810499"
"AXS";"2022-03-14";"230.80451";"240.81716";"230.00000001";"248.5";"174428.90151031";"727.90441369";"292";"239.63160303"
"BAL";"2022-03-14";"54.52499";"55.98895";"54.52499";"56.10369";"1179.10288213";"21.39545801";"12";"55.10996219"
"BAND";"2022-03-14";"17.60758999";"17.19034999";"16.74876";"17.60758999";"2138.70126001";"124.96683287";"15";"17.11415109"
"BARFT";"2022-03-14";"41.54307";"42.5";"37.00001";"44.67884934";"56900.04009422";"1389.09296820";"88";"40.96201002"
