"Cripto";"date";"opening";"closing";"lowest";"highest";"volume";"quantity";"amount";"avg_price"
"AAVE";"2022-02-05";"893.23";"915.50305";"883.445";"925.54107";"57931.53593450";"63.77954660";"143";"908.30899595"
"ACMFT";"2022-02-05";"22.76439";"23.62158";"22.76438";"25.8999";"10710.57852700";"438.62713856";"39";"24.41841278"
"ADA";"2022-02-05";"6.07999001";"6.04147027";"5.89";"6.27995";"662554.86807783";"108962.35567729";"1517";"6.08058502"
"ALCX";"2022-02-05";"949.82006";"955";"889.9";"989.9999";"44501.15322432";"46.69956007";"87";"952.92446347"
"ALGO";"2022-02-05";"5.38005";"5.44697";"5.25005";"5.57092";"50549.62563324";"9276.52601344";"396";"5.44919785"
"ALICE";"2022-02-05";"40.49163";"47.47985";"39.37663";"49.4";"93105.22984358";"2154.93208657";"178";"43.20564458"
"ALLFT";"2022-02-05";"2.59995";"2.67071";"2.59";"2.85995";"3198.59809688";"1193.32963229";"27";"2.68039777"
"AMFT";"2022-02-05";"5.89995";"5.56823";"5.28";"6.38995";"4082.42112293";"732.47310597";"40";"5.57347579"
"AMP";"2022-02-05";"0.16697999";"0.17022";"0.16200999";"0.17793";"57869.91025825";"344018.73994128";"1313";"0.16821731"
"ANKR";"2022-02-05";"0.4494";"0.46059";"0.44911";"0.47429";"194028.17181436";"418811.95098781";"339";"0.46328231"
"ARGFT";"2022-02-05";"10.0999";"9.94999999";"9.1";"10.1";"18059.16544570";"1827.43066974";"39";"9.88227118"
"ASRFT";"2022-02-05";"17.14076";"17.18489";"16.89999999";"17.82805";"3660.64095926";"208.87644924";"17";"17.52538868"
"ATMFT";"2022-02-05";"29.5";"29.02138";"28.83";"30.9999";"31432.56508896";"1071.52511942";"68";"29.33441738"
"ATOM";"2022-02-05";"168.00001";"166.29938999";"156";"172.22991";"338644.83039422";"2046.31822830";"390";"165.48981762"
"AUDIO";"2022-02-05";"5.36042001";"5.64885";"5.23865";"5.78995";"77079.86769251";"13815.73444288";"111";"5.57913645"
"AVAX";"2022-02-05";"417.98994";"421.38527";"403.00004";"432.77001";"296223.51422111";"709.25995484";"874";"417.65154256"
"AXS";"2022-02-05";"284.66501001";"332.26065";"283.00000999";"344.3";"1355975.86369381";"4405.94518945";"1088";"307.76049301"
"BAL";"2022-02-05";"72.92767999";"76.55616999";"72.02";"76.55616999";"28111.90462180";"379.12649971";"34";"74.14914189"
"BAND";"2022-02-05";"20.61445";"21.29775";"20.42745";"21.6440517";"6429.57983321";"303.92831712";"39";"21.15492197"
"BARFT";"2022-02-05";"34.4";"34.20093";"33.50005";"35.89994999";"3511.39722794";"99.83080911";"26";"35.1734826"
"BAT";"2022-02-05";"4.95";"5.03862";"4.88082999";"5.08962999";"55625.06971060";"11142.40806201";"81";"4.99219463"
"BCH";"2022-02-05";"1631.84058";"1753.74";"1631.84058";"1768.02921";"220749.12863416";"128.26036874";"544";"1721.10162166"
"BNT";"2022-02-05";"16.6899";"14.41428";"14.1716";"16.6899";"69473.42304960";"4623.66893559";"235";"15.02560499"
"BTC";"2022-02-05";"222113.4775028";"223103.57";"219800";"224907";"5714813.62652700";"25.68663946";"5049";"222481.9496309"
"CAIFT";"2022-02-05";"3.6799";"3.68";"3.50205";"3.75805";"3356.75485975";"917.86627712";"29";"3.65712843"
"CHZ";"2022-02-05";"1.1";"1.16228";"1.08246";"1.18861";"1265732.00285515";"1118989.67677825";"1245";"1.13113822"
"CITYFT";"2022-02-05";"54.34";"53.77782";"53.01005";"58.98";"29372.31701346";"527.60333943";"74";"55.67121134"
"COMP";"2022-02-05";"719";"743.87062";"710.1";"757.99094";"80924.85740271";"109.38120976";"55";"739.84240602"
"CRV";"2022-02-05";"18.422";"18.67";"18.2504";"19.05";"203573.87263911";"10864.48939991";"201";"18.73754625"
"CTSI";"2022-02-05";"2.50055";"2.7033";"2.50055";"2.71999999";"12565.20319606";"4761.71218663";"87";"2.63879938"
"CVX";"2022-02-05";"149.03025";"152.04974";"149.03025";"154.99995";"49272.55365416";"326.19013886";"67";"151.05470026"
"DAI";"2022-02-05";"5.36395";"5.36398";"5.33653";"5.364";"9678.41275450";"1806.74136679";"41";"5.35683354"
"DOGE";"2022-02-05";"0.79653999";"0.79889999";"0.78000001";"0.80833999";"180269.89906069";"226083.49535409";"1018";"0.79735983"
"DOT";"2022-02-05";"110.49999999";"116.18278";"110.49999999";"123";"243298.91033463";"2101.85302978";"761";"115.75448277"
"DYDX";"2022-02-05";"34.90834";"36.04999999";"34.10005";"46";"57149.93977348";"1548.47439820";"128";"36.90725519"
"ENJ";"2022-02-05";"10.23453999";"10.81843";"10.00017";"11.05724";"98576.94323238";"9420.60136295";"195";"10.46397564"
"ENS";"2022-02-05";"112.07676";"112.997";"104.12012";"125";"97161.67124718";"870.09513182";"291";"111.66787135"
"ETH";"2022-02-05";"16078.97988";"16245.24147";"15818.7";"16449.99999";"5540496.12682299";"343.00406970";"2979";"16152.85827853"
"FET";"2022-02-05";"1.79005";"1.88";"1.79005";"1.89";"9642.11204585";"5245.15343348";"100";"1.83828979"
"FIL";"2022-02-05";"115.9599";"119.52";"101.7777";"121.85328";"41272.03072182";"355.93563570";"122";"115.95363482"
"GALA";"2022-02-05";"1.19";"1.87474";"1.18151";"1.97";"2118628.85410759";"1364566.05024029";"4694";"1.55260264"
"GALFT";"2022-02-05";"15.12358";"16.20005";"15.05001";"16.20005";"4462.01067123";"283.87100915";"27";"15.71844439"
"GALOFT";"2022-02-05";"3.8";"3.80991";"3.77";"3.95";"7360.87796206";"1887.50106026";"57";"3.8998007"
"GNO";"2022-02-05";"1766.99988";"1783";"1500.00321";"1784.88995";"68817.39328759";"40.59055914";"93";"1695.40392509"
"GRT";"2022-02-05";"2.37763";"2.43311";"2.35861";"2.47755";"35969.02402042";"14838.62509413";"96";"2.42401326"
"ICP";"2022-02-05";"119.46999999";"127.60368001";"114.86";"138";"269833.99253798";"2213.67314680";"446";"121.89423399"
"IMOB02";"2022-02-05";"100";"100";"100";"100";"169.540000000";"1.695400000";"1";"100"
"IMX";"2022-02-05";"16.40042";"15.47926";"15.30005";"17.1222";"321343.23470456";"19816.15745912";"819";"16.21622332"
"INTERFT";"2022-02-05";"39.89";"39.99";"37.5001";"40";"1746.85267912";"44.16542817";"23";"39.55249052"
"JUVFT";"2022-02-05";"34.73995";"34.39056999";"32.88";"37.4";"25787.40459407";"738.63006007";"47";"34.91247647"
"KNC";"2022-02-05";"11.20747";"11.12";"10.7254";"11.29824";"25279.40272768";"2281.42250366";"84";"11.08054412"
"KP3R";"2022-02-05";"5350";"4901.22";"4801.16287";"5350";"37164.36722766";"7.27926118";"93";"5105.5136378"
"LINK";"2022-02-05";"94.68653";"96.50082";"93.56485";"97.99972";"206217.95924352";"2146.44970965";"329";"96.07397663"
"LPT";"2022-02-05";"163.99995";"164.98995";"152.02005";"170";"19420.80324325";"119.29725045";"56";"162.79338517"
"LRC";"2022-02-05";"4.92005";"5.28949";"4.92005";"5.5";"101166.19255795";"19100.83301072";"199";"5.2964283"
"LTC";"2022-02-05";"643";"660.00553";"639.99999001";"664.118";"233373.88744204";"356.20097009";"482";"655.1747666"
"MANA";"2022-02-05";"15.7335";"16.63799999";"15.30521";"16.87";"765940.81802035";"47531.65917027";"849";"16.11432951"
"MATIC";"2022-02-05";"9.13843001";"9.33";"8.99970001";"9.39999999";"236927.68954171";"25498.52708228";"249";"9.29181865"
