"Cripto";"date";"opening";"closing";"lowest";"highest";"volume";"quantity";"amount";"avg_price"
"AAVE";"2022-03-19";"826.84956";"790.61599";"778.72604";"826.84956";"71513.08283947";"89.09949189";"165";"802.62054611"
"ACMFT";"2022-03-19";"24.4999";"25.29999";"23.43973";"25.94995";"19914.24354608";"791.65893627";"52";"25.15507958"
"ADA";"2022-03-19";"4.32";"4.44102001";"4.29";"4.59999999";"402192.31817570";"90355.64368180";"960";"4.45121413"
"ALCX";"2022-03-19";"493.26397";"518.02979159";"476.71001";"529";"20881.11854359";"41.69483242";"77";"500.8083096"
"ALGO";"2022-03-19";"3.86989";"3.89";"3.80006";"3.93";"59204.56090122";"15289.18701740";"339";"3.87231582"
"ALICE";"2022-03-19";"32.4879";"32.75";"29.50001";"33.99989999";"21123.52581692";"647.31972133";"93";"32.63229146"
"ALLFT";"2022-03-19";"2.09017";"2.10005";"2.07229999";"2.2";"3915.56644117";"1870.46062339";"25";"2.09337015"
"AMFT";"2022-03-19";"6.15987";"5.79999";"5.5";"6.15999";"11376.61100868";"1975.75113437";"104";"5.75811943"
"AMP";"2022-03-19";"0.1288";"0.13433999";"0.12614";"0.1418";"85941.51876386";"633339.39494746";"311";"0.13569583"
"ANKR";"2022-03-19";"0.36723";"0.37588";"0.36424";"0.39001";"152128.24049253";"402566.03459565";"270";"0.37789636"
"ANT";"2022-03-19";"23.15663";"24.94871";"23.1554";"25.79995";"22559.66822135";"912.76020147";"104";"24.71587628"
"APE";"2022-03-19";"71.98963999";"61.89558";"55.6289";"72.97";"2504920.87513759";"38260.09421144";"4754";"65.47084963"
"ARGFT";"2022-03-19";"7.65928";"7.86";"7.51";"7.96999";"31674.08721419";"4148.98574116";"80";"7.63417596"
"ASRFT";"2022-03-19";"16.89";"16.65001";"16.5002";"17.98999999";"10835.59576138";"634.08772788";"55";"17.08848048"
"ATMFT";"2022-03-19";"33.49";"32";"32";"33.79999999";"16451.51110523";"498.23966920";"48";"33.01927189"
"ATOM";"2022-03-19";"142.17167";"144.79929999";"142.16999999";"147.11";"40838.05985869";"283.18562208";"157";"144.20951021"
"AUDIO";"2022-03-19";"3.78";"5.898";"3.74995";"8.4999";"465320.19723362";"78473.61217620";"1498";"5.92963907"
"AVAX";"2022-03-19";"442.97753";"445.10193";"429";"473.98";"447335.74529166";"989.54634369";"1184";"452.06144021"
"AXS";"2022-03-19";"252.80007001";"257.83603";"252.80007001";"270.79";"201772.27367939";"762.72217593";"280";"264.54229344"
"BAL";"2022-03-19";"60.93";"62.36";"60.93";"63.69";"6978.95123437";"111.01945947";"22";"62.8624141"
"BAND";"2022-03-19";"18.86";"18.97441";"18.86";"19.62925";"2327.49985154";"120.91360888";"22";"19.24927949"
"BARFT";"2022-03-19";"42.95999";"40.76";"40.2703";"42.95999";"9069.04641158";"220.64181260";"65";"41.10302714"
"BAT";"2022-03-19";"4.35683";"4.21023";"4.21023";"4.35683";"23049.55851583";"5393.83249589";"38";"4.27331744"
"BCH";"2022-03-19";"1567.79999";"1630.96012";"1552.9301";"1655";"112746.68757915";"70.19297809";"433";"1606.23883822"
"BLZ";"2022-03-19";"0.7394";"0.77";"0.69003";"0.78885";"33691.98403862";"44277.62399860";"184";"0.76092574"
"BNT";"2022-03-19";"12.03668";"12";"9.4501";"12.34995";"7346.39518949";"657.49484685";"45";"11.17331219"
"BTC";"2022-03-19";"210082.67079362";"211100";"209067.41";"213800";"5757980.66555051";"27.21387698";"4585";"211582.51982186"
"CAIFT";"2022-03-19";"2.99178";"2.96";"2.95741";"3.03854";"1356.29170061";"450.88918819";"14";"3.00803775"
"CHZ";"2022-03-19";"1.04889999";"1.04051";"1.04";"1.09";"658916.27051835";"621473.84652063";"704";"1.06024778"
"CITYFT";"2022-03-19";"63.98999";"63.7";"61.92589";"64.00001";"58645.03037757";"930.78468198";"86";"63.0060115"
"COMP";"2022-03-19";"605.32199";"585.40512";"585.40512";"623.85494";"11380.95237301";"18.66572598";"41";"609.72460354"
"CRV";"2022-03-19";"11.3969";"11.37323";"11.19035";"11.69095";"116474.28816534";"10189.90460754";"132";"11.43036099"
"CSCONS01";"2022-03-19";"100";"100";"100";"100";"14320.10499900";"143.20104999";"11";"100"
"CTSI";"2022-03-19";"1.68728";"1.78";"1.09803";"2.12";"79847.93848763";"44871.57422367";"241";"1.77947709"
"CVX";"2022-03-19";"99.51";"96";"93";"101.52999";"17647.90774112";"179.09146950";"71";"98.54130847"
"DAI";"2022-03-19";"5.04595";"5.05785";"5.03024";"5.05825";"946.25915726";"187.59050679";"27";"5.04428061"
"DOGE";"2022-03-19";"0.59755001";"0.61234999";"0.59613";"0.62739999";"202016.44302988";"327260.22409115";"806";"0.61729604"
"DOT";"2022-03-19";"95.0505";"99.32";"95.0503";"110";"258102.72043973";"2534.30867296";"536";"101.84344282"
"DYDX";"2022-03-19";"25.23975";"25.6016";"23.41006";"27.31995";"15315.03718384";"585.74391499";"66";"26.1463018"
"ENJ";"2022-03-19";"7.25843";"7.408";"7.25843";"7.7884";"48292.67321350";"6424.63520191";"122";"7.51679616"
"ENS";"2022-03-19";"79.21702999";"83.07317";"74.40703999";"86.99999";"18014.32569104";"217.44027757";"123";"82.84723461"
"ETH";"2022-03-19";"14832.00007001";"14700.00227001";"14643.3";"15061.6335";"3195031.19215915";"214.41410412";"2255";"14901.21746082"
"FET";"2022-03-19";"1.67";"1.71";"1.57003";"1.73995";"23779.62563311";"14361.89370400";"88";"1.65574443"
"FIL";"2022-03-19";"90.09";"90.10654";"88.55312";"94.9898";"12349.71642536";"135.50106591";"97";"91.14110167"
"GALA";"2022-03-19";"1.155";"1.24982";"1.12999999";"1.28";"492673.60960614";"405260.48268453";"723";"1.21569615"
"GALFT";"2022-03-19";"15.88983";"15.6";"15.6";"16.69";"11807.36881972";"741.94289054";"46";"15.91412084"
"GALOFT";"2022-03-19";"3.0884";"2.99829";"2.83";"3.14854";"7724.15925773";"2519.69338151";"35";"3.06551555"
"GNO";"2022-03-19";"1629.42999";"1649.97999";"1542.7235";"1649.99988";"3429.25959576";"2.12788331";"32";"1611.58254291"
"GODS";"2022-03-19";"4.62001";"5.90311";"4.62001";"5.9909";"15444.21863247";"2766.61845778";"118";"5.58234497"
"GRT";"2022-03-19";"2.08";"2.04382";"2.03852";"2.15";"69225.80818245";"33196.43728074";"123";"2.08533848"
"ICP";"2022-03-19";"86.39728999";"86.41362001";"84.3737";"88.9899";"90103.19657218";"1028.87876785";"142";"87.57416265"
"ILV";"2022-03-19";"2883.27817";"2999.96999";"2826";"2999.99994";"26764.92859621";"9.22011588";"93";"2902.88418763"
"IMX";"2022-03-19";"8.26995";"11.45099";"8.07091999";"11.96949";"208397.26756193";"20482.02502284";"605";"10.17464178"
"INTERFT";"2022-03-19";"30.09785";"29.8";"29.65";"30.95543";"6232.52912178";"208.88198202";"14";"29.83756215"
"JUVFT";"2022-03-19";"31.25464";"31.50015";"31.21022";"32.88975";"4577.69385970";"144.75478119";"25";"31.62378349"
"KNC";"2022-03-19";"16.80999999";"16.28235";"16.28234";"17.27459";"18956.64762838";"1127.92881718";"53";"16.80659926"
"KP3R";"2022-03-19";"1825.58886";"1852.5501";"1700";"2050.48";"24477.40777176";"13.21857574";"74";"1851.74320238"
"LDO";"2022-03-19";"16.09939";"18.5";"14.73021";"25.7";"370328.38045476";"19037.88961675";"964";"19.45217604"
"LINK";"2022-03-19";"75";"75.00752";"74.69235999";"77.43";"336509.27820657";"4442.77552090";"191";"75.74302969"
"LPT";"2022-03-19";"123.21666";"140";"123.21665";"141.78281999";"8671.98767168";"66.45730004";"48";"130.48961764"
"LQTY";"2022-03-19";"12.97999";"13.15001";"12.69001";"13.9999";"5701.00139374";"431.48419436";"82";"13.21253818"
"LRC";"2022-03-19";"3.68977";"4.82409";"3.55075";"6.2";"203604.59579089";"44677.68483081";"438";"4.5571877"
"LTC";"2022-03-19";"564.44005001";"582.08445";"560.93005";"591";"258908.77710941";"449.64957330";"435";"575.8012294"
"MANA";"2022-03-19";"12.33406";"12.32";"12.22051";"12.79955";"167764.57982592";"13349.36562146";"293";"12.56723237"
"MATIC";"2022-03-19";"7.61";"7.58285001";"7.54016001";"7.74329999";"48328.99370000";"6322.13662301";"144";"7.6444083"
"MBCCSH02";"2022-03-19";"100";"100";"100";"100";"100.00000000";"1.00000000";"1";"100"
"MBPRK03";"2022-03-19";"106.01";"106.01";"106.01";"106.01";"156.67828942";"1.47795764";"1";"106.01"
"MBPRK04";"2022-03-19";"150.0169";"147.0464";"147.0464";"150.0169";"345.05951285";"2.33313600";"5";"147.89515606"
"MBPRK05";"2022-03-19";"109";"101.0011";"101.0011";"109";"1216.81497945";"11.39734715";"4";"106.76300049"
"MBPRK06";"2022-03-19";"101";"101.8";"101";"101.8";"249.99999906";"2.46365562";"4";"101.47522122"
"MBPRK07";"2022-03-19";"100";"100";"100";"100";"3701.13000000";"37.01130000";"6";"100"
"MBSANTOS01";"2022-03-19";"50";"50";"50";"50";"300.00000000";"6.00000000";"3";"50"
"MBVASCO01";"2022-03-19";"27.4";"24.1535";"24.0135";"27.41";"1445.54211074";"57.29138036";"12";"25.23140656"
"MC";"2022-03-19";"11.48995";"11.90439";"10.75";"12.58132";"17727.72412756";"1548.27574141";"86";"11.44997861"
"MCO2";"2022-03-19";"50.51627";"51.92205001";"50.2428";"52.55";"43744.29242602";"857.12599580";"79";"51.03601178"
"MENGOFT";"2022-03-19";"4.74999";"4.50699";"4.5";"4.74999";"26912.99005619";"5880.04278063";"124";"4.57700582"
"MIR";"2022-03-19";"8.76";"8.63";"8.40001";"8.84";"22561.57491188";"2643.16285328";"165";"8.53582475"
"MKR";"2022-03-19";"10334.89988";"10510.49";"10307.59999";"10510.49";"15704.26198918";"1.51167883";"38";"10388.62334876"
"NAVIFT";"2022-03-19";"3.25";"3.61777";"3.14005";"3.64987";"2717.67680455";"833.94263332";"31";"3.25882944"
"NFTOKN01";"2022-03-19";"100";"100";"100";"100";"976.00000000";"9.76000000";"5";"100"
"OCEAN";"2022-03-19";"2.64998999";"2.75991";"2.48";"3.07";"17017.77036445";"6121.06333356";"220";"2.78019838"
"OGFT";"2022-03-19";"18.88";"19.96976";"18.50001";"21";"56721.43867963";"2867.01129502";"90";"19.78416994"
"OMG";"2022-03-19";"22.9612";"25.698";"22.875";"26";"100461.06410781";"4197.12715655";"155";"23.93567322"
"OXT";"2022-03-19";"1.25796";"1.19212999";"1.1";"1.3999";"38656.15531474";"30220.22056564";"99";"1.27914868"
"PAXG";"2022-03-19";"9725.11991999";"9655.94015";"9646.07";"9725.11991999";"35565.64972565";"3.66803265";"174";"9696.11045464"
"PERP";"2022-03-19";"20.57539999";"20.93661";"19.39999999";"21.9299";"22616.14846195";"1083.09074839";"81";"20.88112053"
"PFLFT";"2022-03-19";"2.73402";"2.70052";"2.66";"2.77999";"2193.58557845";"809.00215816";"16";"2.71147061"
"PLA";"2022-03-19";"3.9066";"4.13";"3.53001";"4.19995";"5123.55995228";"1283.34072390";"39";"3.99236138"
"POLS";"2022-03-19";"7.22999";"7.15499";"6.75036";"7.5809";"31038.30463193";"4247.91555752";"97";"7.30671413"
"PORFT";"2022-03-19";"3.98005";"4.01679";"3.98005";"4.42995";"877.27535563";"198.57341433";"5";"4.41788926"
"PSGFT";"2022-03-19";"65.94";"66";"65.25467999";"67";"83323.91160107";"1259.79251335";"109";"66.14098013"
"QNT";"2022-03-19";"588.54999999";"606.38075";"565.00022";"619";"17961.69320291";"29.77632798";"36";"603.22055879"
"RACA";"2022-03-19";"0.00709";"0.0074";"0.00691";"0.0078";"238783.38663025";"32057089.70246605";"859";"0.00744869"
"RAD";"2022-03-19";"21.45747";"22.44001";"21.45747";"24";"18865.53915621";"820.80721534";"85";"22.98412928"
"RARI";"2022-03-19";"35.09";"35.73699";"31.25001";"35.94989";"30754.32148070";"861.00940832";"47";"35.71891454"
"REN";"2022-03-19";"1.73138001";"1.78956999";"1.73138001";"1.89";"127660.05817990";"70003.84155479";"205";"1.82361503"
"REQ";"2022-03-19";"1.1297";"1.12819";"1.06549999";"1.12999999";"9837.99401283";"8914.74870578";"103";"1.1035638"
"RLY";"2022-03-19";"1.07969";"1.04011";"1";"1.08939999";"22029.42032648";"20963.24766810";"284";"1.05085913"
"SAND";"2022-03-19";"16.06399";"15.66002";"14.3";"16.48999999";"335192.23818219";"21373.90764516";"350";"15.68230965"
"SAUBERFT";"2022-03-19";"5.25774999";"4.8132";"4.65005";"5.59501";"3167.80265687";"607.73174303";"48";"5.21250155"
"SCCPFT";"2022-03-19";"2.98006";"3.0302";"2.95015";"3.33";"31225.86157851";"9986.23487731";"126";"3.12689036"
"SLP";"2022-03-19";"0.08640001";"0.08868999";"0.085";"0.09";"135628.80679999";"1524372.96084333";"329";"0.0889735"
"SNX";"2022-03-19";"26.06";"25.93289";"25.67801";"28.07";"29892.96442862";"1131.65934868";"106";"26.41516147"
"SOL";"2022-03-19";"451.987";"457.90821";"448.75448";"474.992";"445260.75094918";"956.86824387";"592";"465.33130742"
"SPFCFT";"2022-03-19";"2.99827";"2.88";"2.84";"3.09893";"8704.97188837";"2916.82906501";"53";"2.98439562"
"STVFT";"2022-03-19";"17.94";"17.9781";"17.76";"18.26";"747.07403305";"41.47263902";"7";"18.01366034"
"SUPER";"2022-03-19";"3.24662";"3.425";"2.88001";"3.57995";"27744.44461303";"8178.82617720";"127";"3.39222817"
"SUSHI";"2022-03-19";"16.498";"16.59518999";"16.2809";"17.13999";"38647.97320632";"2318.15564763";"99";"16.67186292"
"SYN";"2022-03-19";"11.84999";"11.6";"11.48774";"12.14";"14132.66524886";"1186.86487838";"55";"11.90756041"
"THFT";"2022-03-19";"3.31";"3.41";"3.3046";"3.41";"464.21917274";"137.96817855";"11";"3.36468291"
"TRU";"2022-03-19";"1.11";"1.00201";"1";"1.17";"62861.44066695";"59558.14487384";"295";"1.05546337"
"UFCFT";"2022-03-19";"10.2338";"10.43";"9.8";"10.43";"6794.79259818";"652.52035571";"29";"10.41315039"
"UMA";"2022-03-19";"38.79558999";"38.93495";"38.52641";"39.3523";"38084.32598653";"975.82149172";"59";"39.02796393"
"UNI";"2022-03-19";"48.8269";"48.28489999";"47.51680001";"49.76549999";"14892.84517529";"304.22901691";"58";"48.95274397"
"USDC";"2022-03-19";"5.04799999";"5.04159999";"5.02153";"5.05999999";"154206.73043056";"30618.00753984";"272";"5.03647176"
"USDP";"2022-03-19";"5.01";"5.00000999";"4.7801";"5.09992999";"1819.83988619";"370.26299325";"75";"4.91499263"
"VSPRK01";"2022-03-19";"100";"100";"100";"100";"900.00000000";"9.00000000";"2";"100"
"WBTC";"2022-03-19";"203000.01001";"208500.00001";"203000.01001";"223399.99998";"25355.53069721";"0.11852548";"106";"213924.72485415"
"WBX";"2022-03-19";"0.03991";"0.0403";"0.0395";"0.042";"164826.88005791";"4015979.10438808";"618";"0.04104276"
"WLUNA";"2022-03-19";"447.04738";"456.00001";"440.008";"468";"90741.42264884";"197.06798306";"292";"460.45745858"
"XLM";"2022-03-19";"0.97";"1.0073";"0.96001";"1.009889";"37423.56233303";"37756.11595837";"549";"0.99119205"
"XRP";"2022-03-19";"4.01133001";"4.09921";"4.00007001";"4.15";"947629.45949772";"230716.23904341";"1314";"4.10733749"
"XTZ";"2022-03-19";"16.35047";"16.87995";"15.84131";"16.87995";"20999.41112546";"1292.06032437";"215";"16.25265533"
"YBOFT";"2022-03-19";"5.12436";"5.04545";"4.83";"5.4999";"3167.88454176";"606.92606849";"22";"5.21955589"
"YFI";"2022-03-19";"103918";"103199.00001";"101833.00011";"105129.99999";"10770.30045986";"0.10392607";"37";"103634.25134677"
"YGG";"2022-03-19";"12.95";"13.72995";"12.95";"13.98998";"32650.40959237";"2401.36817534";"103";"13.59658628"
"ZRX";"2022-03-19";"2.71182";"2.70597";"2.68068";"2.80462";"15461.75009916";"5628.54197176";"72";"2.74702581"
